name,Ontology,carbons,Unsaturations,VIP,ttest_p,utest_p,FC,fdr_adjust_ttest_p,bonferroni_adjust_utest_p,log2FoldChange,pvalue,logP
SM 35:2;O2|SM 21:1;O2/14:1,SM,35,2,1.320030197,0.024913962,0.009324009,1.396658723,0.078756155,1,0.481979537,0.024913962,1.603557209
SM 35:2;O2|SM 18:0;O2/17:2,SM,35,2,1.2350752,0.005421373,0.002175602,3.345943137,0.035847809,1,1.742412927,0.005421373,2.265890749
PC 31:2,PC,31,2,0.625922951,0.513965883,0.463403263,1.144187868,0.624642902,1,0.194323953,0.513965883,0.289065708
PE 34:1|PE 16:0_18:1,PE,34,1,0.93121595,0.10142396,0.231857032,1.113590157,0.19286156,1,0.155218364,0.10142396,0.993859438
CE 22:5,CE,22,5,1.168441286,0.076878203,0.020512821,0.42144764,0.162429845,1,-1.246574691,0.076878203,1.114196776
PG 32:2|PG 16:1_16:1,PG,32,2,0.088164583,0.98528302,1,1.005992113,0.986879913,1,0.008618995,0.98528302,0.006439002
SM 35:1;O2|SM 21:1;O2/14:0,SM,35,1,1.449395912,0.003644925,0.005905206,1.338499844,0.02973103,1,0.420616971,0.003644925,2.4383114
PE O-36:7|PE O-14:1_22:6,PE,36,7,0.649583312,0.394517866,0.335664336,1.086164704,0.513829381,1,0.119242888,0.394517866,0.403933325
PE 34:0|PE 16:0_18:0,PE,34,0,1.668534836,0.000156846,0.000621601,1.352729542,0.005657095,0.768298368,0.435873423,0.000156846,3.804527679
PC O-32:1,PC,32,1,0.533992627,0.529253859,0.231857032,1.076065744,0.640703006,1,0.105766225,0.529253859,0.276335967
PC O-32:1|PC O-16:1_16:0,PC,32,1,0.538562084,0.470424307,0.612587413,1.067135773,0.585543246,1,0.093743744,0.470424307,0.327510246
CE 22:4,CE,22,4,0.025989343,0.097941912,0.093861694,0.410624409,0.18885523,1,-1.284108704,0.097941912,1.009031424
SE 29:1/20:4,SE,49,5,0.930012233,0.112177985,0.120590521,0.448629998,0.205106492,1,-1.156402004,0.112177985,0.950092367
PG 32:1|PG 16:0_16:1,PG,32,1,0.505262399,0.325092955,0.694327894,1.25333842,0.448955187,1,0.325776016,0.325092955,0.487992442
PE O-36:6|PE O-16:2_20:4,PE,36,6,0.766789842,0.297664274,0.396891997,1.080810925,0.423862952,1,0.112114163,0.297664274,0.526273287
PC 31:0|PC 15:0_16:0,PC,31,0,1.283978384,0.0146469,0.005905206,1.264164552,0.058683583,1,0.338184266,0.0146469,1.834254279
PC O-32:0|PC O-17:0_15:0,PC,32,0,0.91816131,0.32288036,0.028904429,1.145330443,0.44639835,1,0.195763895,0.32288036,0.490958371
CE 22:3,CE,22,3,1.108559882,0.091306683,0.054079254,0.385465601,0.179992122,1,-1.375325977,0.091306683,1.039497433
CL 72:10|CL 14:1_18:1_20:4_20:4,CL,72,10,1.199887288,0.025383729,0.042658104,1.520309423,0.079788424,1,0.60436498,0.025383729,1.595444579
PG 32:0|PG 16:0_16:0,PG,32,0,0.322240073,0.295626481,0.335664336,0.890299964,0.422421191,1,-0.167636597,0.295626481,0.529256666
PE O-36:5|PE O-16:1_20:4,PE,36,5,1.163121621,0.020021209,0.013986014,1.099998966,0.070634674,1,0.137502168,0.020021209,1.698509699
DG 42:2|DG 18:1_24:1,DG,42,2,1.000141666,0.118415564,0.151981352,1.356750012,0.213629567,1,0.440154922,0.118415564,0.926591213
CE 22:2,CE,22,2,0.949048423,0.115687962,0.120590521,0.416423278,0.210589574,1,-1.263877378,0.115687962,0.93671183
PEtOH 36:4|PEtOH 18:2_18:2,PEtOH,36,4,0.726247511,0.153247175,0.151981352,1.34366458,0.258408606,1,0.426173042,0.153247175,0.814607522
CL 71:1|CL 14:0_18:0_18:0_21:1,CL,71,1,1.096608755,0.033958771,0.028904429,1.087367573,0.095610572,1,0.12083971,0.033958771,1.469048034
PE O-36:4|PE O-16:1_20:3,PE,36,4,1.202365743,0.016949991,0.028904429,1.221182994,0.063777495,1,0.288279404,0.016949991,1.770830516
TG 41:1|TG 13:0_14:0_14:1,TG,41,1,1.418626163,0.007363644,0.0003108,4.656009679,0.040658018,0.384149184,2.219094057,0.007363644,2.132907224
DG 42:1|DG 24:0_18:1,DG,42,1,0.813190377,0.138337203,0.151981352,1.535101039,0.239391634,1,0.618333615,0.138337203,0.85906101
PE O-36:3|PE O-18:2_18:1,PE,36,3,1.075967878,0.053417356,0.072105672,1.211646362,0.129014075,1,0.276968687,0.053417356,1.272317609
TG 41:0|TG 12:0_14:0_15:0,TG,41,0,1.58687142,9.85669E-05,0.000621601,2.932971576,0.004647132,0.768298368,1.55236309,9.85669E-05,4.006268686
PE O-36:2|PE O-16:1_20:1,PE,36,2,1.130473169,0.053912948,0.04009324,1.177140407,0.129087853,1,0.235286412,0.053912948,1.268306922
CL 74:16|CL 14:1_20:5_20:5_20:5,CL,74,16,0.574690913,0.454154085,0.324838613,1.362713558,0.57220637,1,0.44648234,0.454154085,0.342796775
SM 36:2;O2|SM 18:2;O2/18:0,SM,36,2,1.225491495,0.029855991,0.072105672,1.196528765,0.087861917,1,0.258855081,0.029855991,1.524968504
PC 32:2|PC 16:1_16:1,PC,32,2,0.311280199,0.414090077,1,0.870130297,0.533696908,1,-0.200696643,0.414090077,0.382905177
PE 35:1|PE 17:0_18:1,PE,35,1,0.868871648,0.109051759,0.151981352,1.256919379,0.20208092,1,0.329892116,0.109051759,0.962367326
PE O-36:1|PE O-16:1_20:0,PE,36,1,1.439872218,0.002067661,0.002175602,1.440726746,0.022031285,1,0.526796734,0.002067661,2.68452066
PG 33:2|PG 15:0_18:2,PG,33,2,1.04037386,0.193583289,0.093861694,1.262271012,0.303640794,1,0.336021692,0.193583289,0.713132135
SM 36:1;O2|SM 18:1;O2/18:0,SM,36,1,0.879349802,0.135235299,0.120590521,1.109909195,0.235755754,1,0.150441651,0.135235299,0.868909935
PE 33:2;O2|PE 16:0_17:2;O2,PE,33,2,0.320436121,0.797318883,0.612587413,1.044192483,0.865220491,1,0.062387678,0.797318883,0.09836795
PC 32:1|PC 16:0_16:1,PC,32,1,0.670048326,0.212343841,0.335664336,0.877039858,0.327191593,1,-0.189285686,0.212343841,0.67296033
PG 33:1|PG 16:0_17:1,PG,33,1,1.142024666,0.108179251,0.093861694,1.290202696,0.200765096,1,0.367597736,0.108179251,0.965856031
SM 36:0;O2,SM,36,0,0.291304834,0.346994608,0.280963481,0.863340198,0.470979628,1,-0.211998932,0.346994608,0.459677274
PC 32:0|PC 16:0_16:0,PC,32,0,0.811536891,0.076005533,0.093861694,0.935749615,0.161413813,1,-0.095805546,0.076005533,1.11915479
PE 36:5|PE 16:1_20:4,PE,36,5,0.354425449,0.754224286,0.955089355,1.043871445,0.829378308,1,0.061944052,0.754224286,0.122499487
PG 32:2|PG 14:0_18:2,PG,32,2,0.992191856,0.055317214,0.093861694,2.088008913,0.131484762,1,1.06212787,0.055317214,1.257139702
PE O-37:5|PE O-17:1_20:4,PE,37,5,1.280030742,0.008915721,0.013986014,1.388919122,0.04442925,1,0.473962593,0.008915721,2.049843522
PC O-34:6|PC O-16:2_18:4,PC,34,6,1.471407085,0.000597302,0.0003108,0.687200756,0.010749948,0.384149184,-0.541196472,0.000597302,3.223806054
TG 42:2|TG 8:0_16:0_18:2,TG,42,2,1.172010194,0.00906786,0.0003108,4.291221175,0.04442925,0.384149184,2.101388261,0.00906786,2.042495209
PE 36:4|PE 16:0_20:4,PE,36,4,0.930404429,0.142873784,0.151981352,1.137818327,0.245266663,1,0.186270225,0.142873784,0.845047453
PE 36:4|PE 18:2_18:2,PE,36,4,0.39607908,0.103926898,0.013986014,1.376636037,0.195746991,1,0.461147182,0.103926898,0.983272034
TG 42:1|TG 10:0_16:0_16:1,TG,42,1,1.380156514,0.010722393,0.0003108,3.978395187,0.049451035,0.384149184,1.992186591,0.010722393,1.969708293
PE 36:3|PE 18:1_18:2,PE,36,3,1.469878339,0.005937349,0.013986014,1.213414267,0.037063449,1,0.279072179,0.005937349,2.226407455
PE O-37:3|PE O-19:1_18:2,PE,37,3,1.186706572,0.016319792,0.04009324,1.435711222,0.062838826,1,0.521765596,0.016319792,1.787285372
TG 42:0|TG 12:0_14:0_16:0,TG,42,0,1.374315607,0.000361316,0.000621601,2.315611527,0.009303874,0.768298368,1.211393243,0.000361316,3.4421134
PE 36:2|PE 18:1_18:1,PE,36,2,1.339590506,0.007368443,0.009324009,1.16511521,0.040658018,1,0.22047262,0.007368443,2.132624247
PC O-34:3|PC O-16:1_18:2,PC,34,3,1.29986451,0.005590834,0.013986014,1.305973183,0.036255954,1,0.385125272,0.005590834,2.252523408
PE O-37:2|PE O-17:1_20:1,PE,37,2,0.974393359,0.062109308,0.120590521,1.302089145,0.141898529,1,0.380828223,0.062109308,1.206843311
PG 34:3|PG 16:1_18:2,PG,34,3,0.374752978,0.954134306,0.866511267,1.011824669,0.967549038,1,0.016959318,0.954134306,0.020390489
SM 37:2;O2|SM 18:1;O2/19:1,SM,37,2,1.486146442,0.002139409,0.002175602,1.578678108,0.022221093,1,0.658717036,0.002139409,2.669706088
PE 36:2|PE 18:0_18:2,PE,36,2,1.306684308,0.026009095,0.020512821,1.113233304,0.080613174,1,0.154755974,0.026009095,1.58487476
PC 33:2|PC 15:0_18:2,PC,33,2,1.490222313,0.003454992,0.003729604,1.499276941,0.029655349,1,0.584266897,0.003454992,2.461552933
PE 36:1|PE 18:0_18:1,PE,36,1,1.223114042,0.046984027,0.054079254,1.124156803,0.119525477,1,0.168843284,0.046984027,1.328049762
PC O-34:2|PC O-16:0_18:2,PC,34,2,0.272182969,0.915192582,0.335664336,0.970075951,0.943434555,1,-0.04383039,0.915192582,0.038487509
CE 24:5,CE,24,5,0.901860303,0.110028593,0.093861694,0.415794756,0.202978122,1,-1.266056532,0.110028593,0.958494439
PG 34:2|PG 16:0_18:2,PG,34,2,0.33060353,0.962957175,0.866511267,1.00515615,0.973635141,1,0.00741964,0.962957175,0.016393026
CL 74:0|CL 16:0_16:0_16:0_26:0,CL,74,0,1.120617983,0.063523699,0.120590521,1.245145738,0.143015104,1,0.316314612,0.063523699,1.197064219
SM 37:1;O2|SM 21:1;O2/16:0,SM,37,1,0.733058314,0.228619723,0.335664336,1.23950896,0.347142478,1,0.309768701,0.228619723,0.640886306
PE O-38:7|PE O-16:1_22:6,PE,38,7,0.415813569,0.708917305,0.189277389,1.030055369,0.798016202,1,0.042721889,0.708917305,0.149404422
PE O-37:1,PE,37,1,1.582520568,0.000312943,0.0003108,1.864430828,0.009080312,0.384149184,0.898735273,0.000312943,3.504534462
PC O-34:1|PC O-18:1_16:0,PC,34,1,1.102278277,0.178360138,0.020512821,1.255187138,0.290835265,1,0.327902474,0.178360138,0.7487022
CE 24:4,CE,24,4,1.100471943,0.062669946,0.04009324,0.343911726,0.142128538,1,-1.53988979,0.062669946,1.202940678
PG 34:1|PG 16:0_18:1,PG,34,1,0.423708512,0.630370511,0.535819736,1.053808583,0.730898641,1,0.075612836,0.630370511,0.200404111
PC O-35:7,PC,35,7,0.44076573,0.467800316,0.535819736,1.072547406,0.584041607,1,0.101041416,0.467800316,0.329939489
PE O-38:6|PE O-16:1_22:5,PE,38,6,0.636269139,0.332691601,0.231857032,1.058972536,0.456896465,1,0.082665174,0.332691601,0.477958163
PC O-34:0|PC O-18:0_16:0,PC,34,0,0.721156198,0.734039089,0.072105672,1.089457303,0.815159312,1,0.123609657,0.734039089,0.134280812
CE 24:3,CE,24,3,1.008934408,0.084392772,0.028904429,0.373720081,0.171561623,1,-1.419970009,0.084392772,1.073694745
PE 34:0;O2|PE 16:0_18:0;O2,PE,34,0,0.427558932,0.223854964,0.335664336,0.878214274,0.341586093,1,-0.187355111,0.223854964,0.650033271
PE O-38:5|PE O-18:1_20:4,PE,38,5,0.057236778,0.70772511,1,0.970093901,0.797400397,1,-0.043803694,0.70772511,0.150135396
TG 43:2|TG 9:0_16:0_18:2,TG,43,2,1.487724651,0.002702496,0.0003108,3.403131275,0.025694505,0.384149184,1.766862804,0.002702496,2.568234865
CE 24:2,CE,24,2,0.778726121,0.092386932,0.280963481,0.432047259,0.181041481,1,-1.210738965,0.092386932,1.034389454
PE O-38:4|PE O-18:1_20:3,PE,38,4,0.37136226,0.971738636,0.612587413,1.003210687,0.978069181,1,0.004624622,0.971738636,0.012450529
TG 43:1|TG 9:0_16:0_18:1,TG,43,1,1.334949452,0.002452905,0.000621601,3.237179157,0.02406183,0.768298368,1.694737212,0.002452905,2.610319264
PE 36:4;O|PE 16:0_20:4;O,PE,36,4,0.051428221,0.594289221,0.955089355,0.836329776,0.702238506,1,-0.257856166,0.594289221,0.226002147
PC 34:4|PC 17:2_17:2,PC,34,4,0.761532782,0.561679603,0.120590521,1.09348559,0.674015523,1,0.128934209,0.561679603,0.250511347
PE O-38:3|PE O-18:2_20:1,PE,38,3,1.298407133,0.005704031,0.002175602,1.256130881,0.036255954,1,0.328986792,0.005704031,2.243818087
TG 43:0|TG 13:0_14:0_16:0,TG,43,0,0.552327882,0.421700805,0.396891997,1.203400012,0.542121319,1,0.267116276,0.421700805,0.37499557
PC 34:3|PC 16:1_18:2,PC,34,3,0.23832516,0.880243059,0.694327894,0.984494415,0.921236596,1,-0.022545074,0.880243059,0.055397391
PE 37:2|PE 19:0_18:2,PE,37,2,1.271038702,0.006846196,0.013986014,1.554896855,0.038816048,1,0.636818882,0.006846196,2.164550665
PE O-38:2|PE O-18:1_20:1,PE,38,2,0.992787729,0.056021227,0.054079254,1.220427376,0.132141672,1,0.287386447,0.056021227,1.251647386
PG 35:3|PG 17:1_18:2,PG,35,3,1.158373309,0.084551716,0.093861694,1.484399168,0.171602497,1,0.569879098,0.084551716,1.072877575
SM 38:2;O2|SM 18:2;O2/20:0,SM,38,2,1.296677133,0.021729274,0.013986014,1.241230289,0.073380829,1,0.311770808,0.021729274,1.662954775
PE 35:3;O2|PE 18:2_17:1;O2,PE,35,3,0.607442213,0.043787715,0.028904429,1.480084563,0.112988759,1,0.565679605,0.043787715,1.358647718
PC 34:2|PC 16:0_18:2,PC,34,2,0.750644773,0.275635354,0.396891997,1.045993748,0.400806232,1,0.064874229,0.275635354,0.559665079
PC 34:2|PC 17:1_17:1,PC,34,2,0.033263466,0.936461491,0.694327894,0.993990131,0.958167552,1,-0.008696567,0.936461491,0.028510077
PE 37:1|PE 19:0_18:1,PE,37,1,1.405802869,0.008460251,0.005905206,1.375573472,0.043032386,1,0.460033199,0.008460251,2.072616775
PG 35:2|PG 17:0_18:2,PG,35,2,1.080058357,0.032630759,0.028904429,2.153980132,0.092503711,1,1.107004942,0.032630759,1.486372825
SM 38:1;O2|SM 18:1;O2/20:0,SM,38,1,0.903583662,0.129679364,0.151981352,1.104916654,0.228324351,1,0.143937548,0.129679364,0.887129127
CL 78:13|CL 16:0_18:1_22:6_22:6,CL,78,13,0.742156592,0.369918493,0.396891997,1.138744438,0.49110554,1,0.187444007,0.369918493,0.431893957
PE 35:2;O2|PE 18:0_17:2;O2,PE,35,2,0.25729309,0.974929264,0.955089355,0.996783627,0.980240473,1,-0.004647723,0.974929264,0.011026893
PC 34:1|PC 16:0_18:1,PC,34,1,0.190757918,0.938292235,1,0.997041881,0.959246652,1,-0.004273988,0.938292235,0.027661878
PG O-36:1|PG O-18:1_18:0,PG,36,1,1.286690837,0.013096608,0.028904429,1.342786121,0.054687185,1,0.42522953,0.013096608,1.882841187
SM 38:0;O2,SM,38,0,0.731241797,0.402932575,0.335664336,1.090577259,0.52203843,1,0.125091977,0.402932575,0.394767621
CL 78:11|CL 16:0_18:0_22:5_22:6,CL,78,11,0.742695768,0.203561697,0.189277389,1.078600888,0.316480827,1,0.109161126,0.203561697,0.691303937
PC 34:0|PC 16:0_18:0,PC,34,0,0.885514633,0.078679491,0.093861694,1.113242673,0.165106708,1,0.154768116,0.078679491,1.104138458
PE 38:5|PE 18:1_20:4,PE,38,5,1.442853305,0.003594508,0.005905206,1.271077442,0.02973103,1,0.346051931,0.003594508,2.444360603
PE 38:6|PE 16:1_22:5,PE,38,6,0.172628387,0.756048331,0.778865579,0.978788477,0.8306451,1,-0.030930978,0.756048331,0.121450441
PE O-39:5|PE O-19:1_20:4,PE,39,5,0.204136213,0.888118959,0.955089355,0.963479177,0.927124184,1,-0.053674608,0.888118959,0.051528859
TG 44:2|TG 10:0_16:0_18:2,TG,44,2,1.449702255,0.0060764,0.0003108,3.603087119,0.037224048,0.384149184,1.849233535,0.0060764,2.216353641
CL 77:1|CL 15:0_16:0_28:0_18:1,CL,77,1,0.528248049,0.547590938,0.463403263,1.121051476,0.657747716,1,0.164852524,0.547590938,0.261543748
PC 35:5|PC 15:1_20:4,PC,35,5,1.43084375,0.010170757,0.028904429,1.13717344,0.047169494,1,0.185452309,0.010170757,1.992646729
PE 38:4|PE 18:0_20:4,PE,38,4,1.514000598,0.00083179,0.002175602,1.292243973,0.013273348,1,0.369878474,0.00083179,3.079986404
PC O-36:5|PC O-16:1_20:4,PC,36,5,0.717643791,0.123885153,0.151981352,1.105703867,0.221594861,1,0.14496505,0.123885153,0.906980739
PE O-39:4|PE O-19:0_20:4,PE,39,4,0.537612058,0.185786492,0.280963481,0.83789439,0.299780815,1,-0.25515968,0.185786492,0.730985865
TG 44:1|TG 12:0_16:0_16:1,TG,44,1,1.41414528,0.002229249,0.000621601,3.113470823,0.022665141,0.768298368,1.638523759,0.002229249,2.651841416
PG 36:5|PG 16:0_20:5,PG,36,5,0.460247621,0.802221285,0.955089355,1.041016815,0.867493883,1,0.057993372,0.802221285,0.095705819
PG 36:5|PG 18:2_18:3,PG,36,5,1.453971595,0.006692191,0.012761159,1.948596053,0.038352716,1,0.962435049,0.006692191,2.174431686
SM 39:4;O2|SM 19:0;O2/20:4,SM,39,4,0.328652753,0.804111767,0.955089355,1.051775863,0.868019339,1,0.072827294,0.804111767,0.094683583
PG 34:0,PG,34,0,0.375476935,0.545205462,0.694327894,1.360694887,0.656797223,1,0.444343603,0.545205462,0.263439802
PC O-36:4|PC O-16:0_20:4,PC,36,4,0.133495595,0.876577519,0.866511267,0.988903498,0.918177808,1,-0.016098353,0.876577519,0.057209672
TG 44:0|TG 14:0_14:0_16:0,TG,44,0,0.925578408,0.043707239,0.072105672,1.627602115,0.112988759,1,0.70274806,0.043707239,1.359446627
PG 36:4|PG 18:2_18:2,PG,36,4,1.024469977,0.116831852,0.189277389,1.296690646,0.211736318,1,0.374834334,0.116831852,0.93243874
PG 36:4|PG 16:0_20:4,PG,36,4,0.601210509,0.281796764,0.396891997,1.212983036,0.40806879,1,0.278559374,0.281796764,0.550063998
CL 78:4|CL 16:0_24:0_18:1_20:3,CL,78,4,0.610814508,0.526581672,0.612587413,1.058960328,0.638093085,1,0.082648543,0.526581672,0.278534261
TG 44:2|TG 14:0_14:1_16:1,TG,44,2,1.738679229,0.003810716,0.001403482,2.897502797,0.029810411,1,1.534810054,0.003810716,2.418993425
PE O-40:9|PE O-18:3_22:6,PE,40,9,1.263506911,0.009369973,0.013986014,1.233370703,0.045106051,1,0.302606483,0.009369973,2.028261638
PE 38:2|PE 18:1_20:1,PE,38,2,1.731204095,0.00016477,0.0003108,1.338682129,0.005657095,0.384149184,0.420813433,0.00016477,3.783122497
PE O-39:3,PE,39,3,0.915374106,0.281950442,0.054079254,1.182731248,0.40806879,1,0.242122287,0.281950442,0.54982722
PE O-39:2|PE O-19:1_20:1,PE,39,2,0.96861162,0.049097218,0.189277389,1.469252222,0.122347099,1,0.55508208,0.049097218,1.308943116
PG 36:3|PG 18:1_18:2,PG,36,3,0.975831394,0.133114318,0.120590521,1.236354989,0.232386013,1,0.306093037,0.133114318,0.875775229
SM 39:2;O2|SM 18:1;O2/21:1,SM,39,2,0.530108842,0.380524224,0.955089355,1.130103584,0.501950843,1,0.176455014,0.380524224,0.419617692
TG 44:1|TG 10:0_16:0_18:1,TG,44,1,1.138601425,0.002361628,0.005905206,2.259346655,0.02373148,1,1.175905643,0.002361628,2.626788527
PE 36:3;O2|PE 18:2_18:1;O2,PE,36,3,0.146730792,0.462098175,0.955089355,0.8704783,0.578676134,1,-0.200119762,0.462098175,0.335265747
PC O-37:9|PC O-15:3_22:6,PC,37,9,0.913597021,0.053147012,0.04009324,1.237379663,0.129014075,1,0.307288228,0.053147012,1.274521144
PE O-40:8|PE O-18:2_22:6,PE,40,8,0.65252911,0.468904981,0.054079254,1.065480497,0.584830027,1,0.091504186,0.468904981,0.328915154
PE 38:1|PE 18:0_20:1,PE,38,1,1.455291475,0.003317826,0.009324009,1.237050721,0.029655349,1,0.306904654,0.003317826,2.479146434
PC O-36:2,PC,36,2,0.868983029,0.546283088,0.04009324,1.184679108,0.657207864,1,0.244496332,0.546283088,0.262582245
PG 36:2|PG 18:1_18:1,PG,36,2,1.077470699,0.050151468,0.072105672,1.256007477,0.123974428,1,0.328845053,0.050151468,1.299716353
CL 78:0|CL 17:0_17:0_18:0_26:0,CL,78,0,0.996870787,0.089693955,0.072105672,1.144651757,0.178809239,1,0.194908747,0.089693955,1.047236826
SM 39:1;O2|SM 18:1;O2/21:0,SM,39,1,1.284908518,0.049738549,0.013986014,1.363057609,0.123447483,1,0.446846539,0.049738549,1.303306889
PE O-40:7|PE O-22:6_18:1,PE,40,7,0.224461532,0.834342428,0.463403263,0.954682749,0.889746931,1,-0.066906705,0.834342428,0.078655671
PE O-40:7|PE O-18:1_22:6,PE,40,7,0.101061962,0.713188324,1,0.964087957,0.799909953,1,-0.05276332,0.713188324,0.146795776
PC O-37:8|PC O-15:2_22:6,PC,37,8,0.191420054,0.693749078,0.955089355,1.036044617,0.787395647,1,0.051086133,0.693749078,0.158797581
CE 26:4,CE,26,4,1.01046052,0.084256428,0.020512821,0.360280333,0.171561623,1,-1.472808196,0.084256428,1.074396959
PG 36:1|PG 18:0_18:1,PG,36,1,0.746038041,0.140130603,0.396891997,1.248897679,0.241564053,1,0.320655283,0.140130603,0.853467008
PE O-40:6|PE O-18:1_22:5,PE,40,6,0.102123514,0.834997616,0.866511267,0.987584187,0.889746931,1,-0.018024359,0.834997616,0.078314764
PC O-36:0,PC,36,0,1.046837117,0.128296132,0.072105672,1.327786416,0.226858397,1,0.409023098,0.128296132,0.891786436
PE 38:6;O|PE 16:0_22:6;O,PE,38,6,0.880764612,0.018555992,0.054079254,1.642290045,0.06745649,1,0.715708944,0.018555992,1.731515816
PE O-40:5|PE O-18:1_22:4,PE,40,5,0.905899006,0.130917836,0.189277389,1.092853408,0.229850064,1,0.128099895,0.130917836,0.883001182
TG 45:2|TG 11:0_16:1_18:1,TG,45,2,1.514929108,0.000567059,0.0003108,2.692142795,0.010749948,0.384149184,1.428754934,0.000567059,3.246371416
TG 45:1|TG 14:0_15:0_16:1,TG,45,1,1.485286322,0.00049902,0.0003108,2.233616749,0.010634289,0.384149184,1.159381665,0.00049902,3.301882015
PE 37:5;O2|PE 20:4_17:1;O2,PE,37,5,1.293543774,0.041643776,0.054079254,1.247145238,0.110217788,1,0.318629486,0.041643776,1.3804499
PC 36:4|PC 18:2_18:2,PC,36,4,0.827646845,0.059188458,0.028904429,1.381741934,0.137255035,1,0.46648819,0.059188458,1.227762976
PE O-40:3|PE O-18:2_22:1,PE,40,3,1.375805916,0.005626632,0.005905206,1.254350778,0.036255954,1,0.326940853,0.005626632,2.249751471
TG 45:0|TG 14:0_15:0_16:0,TG,45,0,0.770331622,0.167383507,0.151981352,1.487954118,0.278822122,1,0.57333004,0.167383507,0.776287338
SM 40:3;O2|SM 18:1;O2/22:2,SM,40,3,0.580969248,0.449331065,0.694327894,1.066514292,0.569029914,1,0.0929033,0.449331065,0.347433555
PE O-40:2|PE O-18:1_22:1,PE,40,2,1.359336876,0.006207859,0.009324009,1.344335116,0.037612324,1,0.426892818,0.006207859,2.207058131
SM 40:2;O2|SM 18:1;O2/22:1,SM,40,2,0.601788262,0.521060004,0.396891997,1.052390908,0.632021751,1,0.07367069,0.521060004,0.283112262
CL 82:15|CL 18:0_20:3_22:6_22:6,CL,82,15,1.073630114,0.009059279,0.013986014,1.337445938,0.04442925,1,0.419480576,0.009059279,2.042906348
SM 40:1;O2|SM 18:1;O2/22:0,SM,40,1,0.435117075,0.595234474,0.778865579,1.027936473,0.702683677,1,0.039751108,0.595234474,0.225311924
PE 36:3;O3|PE 18:1_18:2;O3,PE,36,3,0.644175556,0.183926435,0.151981352,1.194624905,0.297556379,1,0.256557704,0.183926435,0.735355847
PS 36:2,PS,36,2,1.199068265,0.018883803,0.028904429,1.234615343,0.068246728,1,0.304061625,0.018883803,1.723910533
BMP 36:4|BMP 18:2_18:2,BMP,36,4,0.986797672,0.255862129,0.120590521,1.282015398,0.379646568,1,0.35841359,0.255862129,0.591993991
PC O-38:8|PC O-16:2_22:6,PC,38,8,0.480275361,0.790012877,1,1.130279129,0.861072236,1,0.176679098,0.790012877,0.10236583
SM 40:0;O2|SM 15:0;O2/25:0,SM,40,0,0.384743932,0.338713084,0.335664336,0.913193465,0.463107712,1,-0.13100756,0.338713084,0.470168027
PC 37:7|PC 15:1_22:6,PC,37,7,1.103344432,0.010037137,0.009324009,2.424598478,0.047122515,1,1.277745852,0.010037137,1.998390143
CL 82:11|CL 18:0_22:3_20:4_22:4,CL,82,11,0.506792732,0.469924387,0.280963481,1.080136792,0.585510627,1,0.111214031,0.469924387,0.327972017
BMP 36:3|BMP 18:1_18:2,BMP,36,3,1.115582784,0.022718526,0.028904429,1.696475407,0.075001657,1,0.762540516,0.022718526,1.64361985
TG 46:3|TG 14:1_16:1_16:1,TG,46,3,1.472577116,0.006363479,0.000621601,3.477799314,0.037974516,0.768298368,1.798174684,0.006363479,2.196305366
PG 38:7|PG 16:1_22:6,PG,38,7,0.064640657,0.655276638,0.778865579,0.881931428,0.755524184,1,-0.181261607,0.655276638,0.183575315
PG 38:7|PG 18:2_20:5,PG,38,7,0.911406874,0.005922937,0.009324009,2.160870712,0.037063449,1,1.111612756,0.005922937,2.227462909
PE 40:6,PE,40,6,0.145047042,0.752457598,1,0.970441003,0.829378308,1,-0.043287586,0.752457598,0.123517968
PE 40:5|PE 18:0_22:5,PE,40,5,0.244441776,0.662573209,0.535819736,1.073391028,0.760158233,1,0.102175735,0.662573209,0.178766129
BMP 36:2|BMP 18:1_18:1,BMP,36,2,0.854421219,0.213452896,0.280963481,1.32159939,0.327736372,1,0.402284926,0.213452896,0.670697949
PG 36:2|PG 18:0_18:2,PG,36,2,0.785995817,0.257920669,0.612587413,1.098974507,0.381656371,1,0.13615792,0.257920669,0.588513853
PE O-41:5|PE O-19:0_22:5,PE,41,5,0.963893595,0.062609218,0.054079254,1.479327315,0.142128538,1,0.564941297,0.062609218,1.203361721
PC O-38:6|PC O-16:0_22:6,PC,38,6,0.637819681,0.306944399,0.280963481,1.140664723,0.433580888,1,0.189874801,0.306944399,0.512940287
TG 46:2|TG 12:0_16:0_18:2,TG,46,2,1.466491097,0.001507306,0.0003108,2.987167955,0.018087668,0.384149184,1.578778356,0.001507306,2.821798672
PG 38:6|PG 16:0_22:6,PG,38,6,0.364560196,0.925811886,0.955089355,1.01159128,0.952792249,1,0.016626505,0.925811886,0.033477248
PG 38:6|PG 18:2_20:4,PG,38,6,0.792499977,0.028565407,0.028904429,1.641258182,0.085076729,1,0.714802203,0.028565407,1.544159588
PE 40:4|PE 18:0_22:4,PE,40,4,0.49588332,0.40974414,0.694327894,1.076146935,0.529199328,1,0.105875074,0.40974414,0.387487249
PC O-38:5|PC O-16:1_22:4,PC,38,5,0.301061612,0.896672357,0.535819736,0.987264355,0.930551665,1,-0.018491655,0.896672357,0.047366219
