name,Ontology,carbons,Unsaturations,VIP,ttest_p,utest_p,FC,fdr_adjust_ttest_p,bonferroni_adjust_utest_p,log2FoldChange,pvalue,logP
LPE 22:6,LPE,22,6,1.086076544,0.004099814,0.012761159,2.638316717,0.030582366,1,1.399617763,0.004099814,2.387235817
LPS 18:0,LPS,18,0,0.563961634,0.27251861,0.189277389,1.283230781,0.397677689,1,0.359780653,0.27251861,0.564603834
LPC 18:0,LPC,18,0,1.040646899,0.171319737,0.020512821,3.987813037,0.283468801,1,1.995597773,0.171319737,0.766192602
LPE 22:5,LPE,22,5,0.98759831,0.078104884,0.072105672,1.633664683,0.164179654,1,0.708111895,0.078104884,1.10732181
LPE 22:4,LPE,22,4,0.977642999,0.015058681,0.028904429,1.996576748,0.059464951,1,0.99752853,0.015058681,1.822213067
LPG 20:4,LPG,20,4,0.54474666,0.410948479,0.612587413,1.214091931,0.530200752,1,0.279877667,0.410948479,0.386212623
LPG 20:3,LPG,20,3,0.932336706,0.118983236,0.189277389,1.397182298,0.21406591,1,0.482520269,0.118983236,0.924514222
LPE 22:0,LPE,22,0,0.826282461,0.307940816,0.231857032,1.146885173,0.433996407,1,0.197720955,0.307940816,0.511532743
LPC 19:1/0:0,LPC,19,1,0.692671199,0.162967744,0.147648589,1.520298495,0.272937848,1,0.60435461,0.162967744,0.787898346
Cer 34:2;O2|Cer 18:2;O2/16:0,Cer,34,2,0.874812226,0.142720637,0.072105672,1.144112283,0.245266663,1,0.194228645,0.142720637,0.845513226
LPC 19:0/0:0,LPC,19,0,1.067807934,0.001624268,0.001243201,3.000771802,0.018870893,1,1.585333611,0.001624268,2.789342407
Cer 33:5;O2|Cer 18:1;O2/15:4,Cer,33,5,1.143912462,0.097262165,0.04009324,1.512577522,0.18814513,1,0.597009085,0.097262165,1.012056068
Cer 34:0;O2|Cer 18:0;O2/16:0,Cer,34,0,0.179197445,0.494030493,0.231857032,0.942105651,0.605564907,1,-0.086039237,0.494030493,0.306246244
LPC 18:2,LPC,18,2,1.181288467,0.003647304,0.001243201,2.558073161,0.02973103,1,1.355057526,0.003647304,2.438028058
LPC 20:4/0:0,LPC,20,4,0.890813478,0.031144419,0.04009324,1.825784857,0.090553568,1,0.868516774,0.031144419,1.506619767
LPC 20:3/0:0,LPC,20,3,1.139576886,0.037785585,0.072105672,1.619326394,0.102418823,1,0.695393807,0.037785585,1.422673848
VAE 16:0,VAE,16,0,0.627384117,0.534037237,0.463403263,1.135372395,0.645229741,1,0.18316557,0.534037237,0.27242846
LPC 20:2/0:0,LPC,20,2,1.199454622,0.001504088,0.0003108,2.345616622,0.018087668,0.384149184,1.229967232,0.001504088,2.82272669
Cer 36:1;O2|Cer 18:1;O2/18:0,Cer,36,1,1.277385994,0.012631848,0.005905206,1.394458814,0.053652799,1,0.479705325,0.012631848,1.898533096
VAE 18:1,VAE,18,1,0.819701396,0.206967374,0.231857032,1.304459877,0.3209457,1,0.383452571,0.206967374,0.684098111
VAE 18:0,VAE,18,0,0.194702683,0.091720331,0.020512821,0.461644476,0.180519632,1,-1.115145871,0.091720331,1.037534388
LPG 22:6,LPG,22,6,0.535032233,0.684927727,0.862064716,1.080950283,0.780287218,1,0.11230017,0.684927727,0.164355253
LPG 22:5,LPG,22,5,0.955275179,0.192329436,0.151981352,1.322557018,0.303464526,1,0.403329921,0.192329436,0.715954243
DG 30:0|DG 14:0_16:0,DG,30,0,0.124197757,0.65157308,0.778865579,0.921045876,0.751955487,1,-0.118655077,0.65157308,0.186036867
LPG 22:4,LPG,22,4,0.608947535,0.310195943,0.335664336,1.277181058,0.435684302,1,0.352963062,0.310195943,0.508363887
PE 23:1|PE 8:0_15:1,PE,23,1,0.255694801,0.699838617,0.524078997,1.132755523,0.792125028,1,0.179836525,0.699838617,0.155002097
LPE 24:0,LPE,24,0,0.064561944,0.839410813,0.866511267,0.970571572,0.891205855,1,-0.04309349,0.839410813,0.076025441
Cer 36:2;O2|Cer 18:2;O2/18:0,Cer,36,2,1.152930369,0.051616895,0.054079254,1.26234023,0.12677628,1,0.336100803,0.051616895,1.287208127
LPC 21:0/0:0,LPC,21,0,1.184719743,0.003378555,0.005905206,2.560102099,0.029655349,1,1.356201347,0.003378555,2.471268987
Cer 35:5;O2|Cer 18:1;O2/17:4,Cer,35,5,0.758876074,0.354778874,0.189277389,1.15150594,0.478719092,1,0.203521853,0.354778874,0.450042249
LPC 22:5,LPC,22,5,1.307705735,2.07116E-05,0.001445781,7.322587942,0.001828541,1,2.872353615,2.07116E-05,4.683785629
LPI 16:0,LPI,16,0,0.751856501,0.316044709,0.535819736,1.331724616,0.438418922,1,0.413295782,0.316044709,0.500251477
LPC 20:1,LPC,20,1,0.752526564,0.106643942,0.093861694,1.640438332,0.198511916,1,0.714081361,0.106643942,0.972063811
LPC 22:4/0:0,LPC,22,4,0.899705948,0.114966248,0.072105672,1.606752281,0.209584488,1,0.68414752,0.114966248,0.939429641
LPC 20:0,LPC,20,0,1.635598917,0.000325898,0.000621601,2.975006029,0.009080312,0.768298368,1.572892592,0.000325898,3.486918092
LPC 22:2/0:0,LPC,22,2,1.37484335,0.004064257,0.003729604,2.266413453,0.030582366,1,1.18041107,0.004064257,2.391018839
Cer 38:1;O2|Cer 18:1;O2/20:0,Cer,38,1,0.348370444,0.622936649,0.778865579,1.067770191,0.72636764,1,0.094601178,0.622936649,0.205556118
LPC 22:0/0:0,LPC,22,0,1.053254591,0.069503389,0.093861694,1.326128684,0.153130461,1,0.407220777,0.069503389,1.157994021
DG 32:2|DG 14:0_18:2,DG,32,2,1.444310281,0.013997901,0.013986014,1.689758064,0.056662211,1,0.756816699,0.013997901,1.853937071
DG 32:1|DG 16:0_16:1,DG,32,1,0.752954866,0.214984362,0.335664336,1.148338884,0.329269729,1,0.199548456,0.214984362,0.66759313
DG 32:0|DG 16:0_16:0,DG,32,0,0.066129013,0.460188301,0.866511267,0.896008523,0.576868904,1,-0.158415639,0.460188301,0.337064426
SL 33:0;O,SL,33,0,1.385978844,0.066798456,0.005905206,2.399747409,0.148494408,1,1.262882559,0.066798456,1.175233579
LPC 22:6,LPC,22,6,1.441853282,0.002393758,0.004434109,2.112599318,0.023860367,1,1.079019167,0.002393758,2.620919667
Cer 38:2;O2|Cer 18:2;O2/20:0,Cer,38,2,1.031004786,0.0754572,0.04009324,1.33725758,0.161079619,1,0.419277381,0.0754572,1.122299314
LPC 23:0/0:0,LPC,23,0,0.744047408,0.145112248,0.280963481,1.381837991,0.247733064,1,0.466588481,0.145112248,0.838295931
LPI 18:2,LPI,18,2,0.86403164,0.189185653,0.147648589,1.240207419,0.301720603,1,0.310581425,0.189185653,0.723111802
LPG 24:0,LPG,24,1,0.322427587,0.898646744,0.955089355,0.978785449,0.931818268,1,-0.030935442,0.898646744,0.046410995
Cer 37:1;O3|Cer 18:1;O2/19:0;O,Cer,37,1,0.085750017,0.747599264,0.866511267,0.939722763,0.827245023,1,-0.089692899,0.747599264,0.126331135
LPI 18:1,LPI,18,1,0.939318621,0.179342491,0.384993546,1.382696593,0.292051804,1,0.467484619,0.179342491,0.746316801
LPI 18:0,LPI,18,0,0.724963612,0.300273118,0.396891997,1.362478075,0.426105136,1,0.446233015,0.300273118,0.522483547
LPC 22:1,LPC,22,1,1.587594859,0.001188823,0.003139993,2.490478913,0.015756467,1,1.316423195,0.001188823,2.92488286
LPC 24:4/0:0,LPC,24,4,0.910217576,0.069755466,0.013986014,1.651116607,0.153412377,1,0.723442011,0.069755466,1.156421755
SL 33:1;O2|SL 17:0;O/16:1;O,SL,33,1,1.086492493,0.090912337,0.093861694,2.314720428,0.179501036,1,1.210837955,0.090912337,1.041377179
Cer 40:2;O2|Cer 18:2;O2/22:0,Cer,40,2,0.155904757,0.662985902,0.535819736,0.947569178,0.760158233,1,-0.077696822,0.662985902,0.178495706
LPC 24:2/0:0,LPC,24,2,0.953065317,0.008248049,0.013986014,2.023700367,0.042655183,1,1.016995698,0.008248049,2.083648765
SL 33:0;O2|SL 17:0;O/16:0;O,SL,33,0,1.076737971,0.077611633,0.055977451,2.044036834,0.163420748,1,1.031421194,0.077611633,1.110073176
Cer 40:1;O2|Cer 18:1;O2/22:0,Cer,40,1,1.358404083,0.012014835,0.013986014,1.272172386,0.052289917,1,0.347294177,0.012014835,1.92028218
LPC 24:1/0:0,LPC,24,1,1.050693185,0.102692834,0.120590521,1.284700437,0.194903781,1,0.361431995,0.102692834,0.988459859
LPC 24:0/0:0,LPC,24,0,0.52561372,0.435763514,0.463403263,1.107569431,0.555834575,1,0.147397141,0.435763514,0.360749136
DG 34:3|DG 16:1_18:2,DG,34,3,1.554219087,0.00265613,0.002175602,1.938893491,0.025449434,1,0.955233554,0.00265613,2.575750631
Cer 39:1;O2|Cer 18:1;O2/21:0,Cer,39,1,1.141001993,0.026768367,0.028904429,1.329907707,0.081837709,1,0.411326129,0.026768367,1.57237812
DG 34:2|DG 16:1_18:1,DG,34,2,1.547773245,0.001918532,0.003729604,1.58607721,0.020800926,1,0.665463003,0.001918532,2.717030956
DG 34:1|DG 16:0_18:1,DG,34,1,0.756629183,0.241417189,0.280963481,1.187693715,0.359941672,1,0.248162839,0.241417189,0.617231811
DG 34:0|DG 16:0_18:0,DG,34,0,0.275126775,0.843599206,0.778865579,1.02813331,0.894244098,1,0.04002734,0.843599206,0.073863838
SL 34:0;O2|SL 18:0;O/16:0;O,SL,34,0,1.02104764,0.09071715,0.093045059,1.738743019,0.179402235,1,0.798044722,0.09071715,1.042310604
Cer 41:1;O2|Cer 18:1;O2/23:0,Cer,41,1,0.985468999,0.067271931,0.189277389,1.27478173,0.149278468,1,0.350250248,0.067271931,1.172166107
LPI 20:4,LPI,20,4,0.970753403,0.085465776,0.147648589,1.300146955,0.172889851,1,0.378674699,0.085465776,1.068207761
PA 30:0|PA 14:0_16:0,PA,30,0,1.567827097,0.005744139,0.009324009,1.504046215,0.036255954,1,0.588848897,0.005744139,2.240775037
PC 24:0,PC,24,0,0.325439676,0.517678533,0.612587413,0.65068174,0.628537001,1,-0.619976026,0.517678533,0.285939844
Cer 40:0;O2|Cer 18:0;O2/22:0,Cer,40,0,0.645909194,0.234037579,0.280963481,0.825936745,0.352339157,1,-0.275896799,0.234037579,0.630714403
DG 35:1|DG 17:0_18:1,DG,35,1,1.34741601,0.027258256,0.013986014,1.396567626,0.082779371,1,0.481885435,0.027258256,1.564501938
DG O-36:1|DG O-16:0_20:1,DG,36,1,0.166050545,0.900009778,0.778865579,1.029791336,0.932284147,1,0.042352038,0.900009778,0.045752772
PMeOH 30:0|PMeOH 14:0_16:0,PMeOH,30,0,0.301686208,0.322127497,0.535819736,1.766005631,0.4458562,1,0.820489943,0.322127497,0.491972202
LPC 26:1/0:0,LPC,26,1,1.202034827,0.094682043,0.120590521,1.269694178,0.184165131,1,0.344481048,0.094682043,1.023732381
DG 36:4|DG 16:0_20:4,DG,36,4,0.966080287,0.083964768,0.189277389,1.188200999,0.171254873,1,0.248778906,0.083964768,1.075902909
NAGly 37:3;O2|NAGly 18:1;O(FA 19:1),NAGly,37,3,1.57754118,0.001211637,0.003729604,1.856489502,0.01576403,1,0.892577157,0.001211637,2.9166276
Cer 41:2;O2|Cer 18:2;O2/23:0,Cer,41,2,1.030865785,0.105194769,0.04009324,1.258592008,0.196703077,1,0.331810687,0.105194769,0.978005857
DG 36:3|DG 18:1_18:2,DG,36,3,1.307944667,0.022359079,0.028904429,1.722172522,0.074381003,1,0.784229675,0.022359079,1.650546084
DG 36:2|DG 18:0_18:2,DG,36,2,0.967511791,0.126309284,0.189277389,1.288885739,0.224403859,1,0.366124373,0.126309284,0.898564728
DG 36:1|DG 18:0_18:1,DG,36,1,0.799832475,0.205550079,0.335664336,1.281631684,0.319170726,1,0.357981719,0.205550079,0.687082351
CE 16:1,CE,16,1,1.148532032,0.033437988,0.028904429,0.52185701,0.094359253,1,-0.938273537,0.033437988,1.475759867
DG 36:0|DG 16:0_20:0,DG,36,0,0.147125751,0.794245558,0.866511267,0.970688888,0.863401503,1,-0.042919118,0.794245558,0.100045206
CE 16:0,CE,16,0,0.21887995,0.393144509,0.866511267,0.514839196,0.512580815,1,-0.957806202,0.393144509,0.405447786
LPI 22:6,LPI,22,6,0.660271562,0.337945828,0.384993546,1.181430886,0.462570369,1,0.240535234,0.337945828,0.471152911
Cer 42:3;O2|Cer 18:2;O2/24:1,Cer,42,3,0.993900803,0.083553936,0.120590521,1.260341066,0.171254873,1,0.3338142,0.083553936,1.078033088
Cer 42:4;O2|Cer 18:2;O2/24:2,Cer,42,4,0.426732183,0.617935545,0.866511267,1.042986264,0.722581205,1,0.060720158,0.617935545,0.209056822
PA 32:1|PA 16:0_16:1,PA,32,1,1.349760811,0.022386515,0.009324009,1.539129008,0.074381003,1,0.622114162,0.022386515,1.650013501
Cer 42:2;O2|Cer 18:1;O2/24:1,Cer,42,2,0.931964295,0.276194178,0.151981352,1.139771987,0.40114689,1,0.18874524,0.276194178,0.558785481
Cer 42:3;O2|Cer 18:1;O2/24:2,Cer,42,3,0.526396763,0.23888264,0.335664336,0.828946037,0.357024115,1,-0.270649908,0.23888264,0.621815409
LPI 22:4,LPI,22,4,0.981189938,0.098281559,0.117883757,1.376675664,0.188920695,1,0.461188709,0.098281559,1.007527964
DG 37:7,DG,37,7,0.559033899,0.312140904,0.535819736,0.950764707,0.435716993,1,-0.072839744,0.312140904,0.505649316
PA 32:0|PA 16:0_16:0,PA,32,0,1.388127092,0.017991557,0.04009324,1.33341269,0.066007359,1,0.415123362,0.017991557,1.74493126
Cer 41:3;O3|Cer 18:2;O2/23:1;O,Cer,41,3,0.254303398,0.58017483,0.535819736,0.888044943,0.688192025,1,-0.171295404,0.58017483,0.236441116
Cer 42:1;O2|Cer 18:1;O2/24:0,Cer,42,1,0.040872292,0.829784607,0.866511267,0.982736278,0.887977294,1,-0.02512378,0.829784607,0.081034626
DG 37:1|DG 19:0_18:1,DG,37,1,1.467047574,0.009415341,0.003729604,1.727558176,0.045106051,1,0.788734295,0.009415341,2.026163957
DG O-38:1|DG O-18:0_20:1,DG,38,1,0.619175428,0.919339639,0.535819736,1.041255971,0.946919828,1,0.058324769,0.919339639,0.036524014
CL 62:6|CL 12:0_14:0_18:3_18:3,CL,62,6,0.523524084,0.357867828,0.862064716,0.184346804,0.480787647,1,-2.439505688,0.357867828,0.446277343
TG 36:0|TG 10:0_12:0_14:0,TG,36,0,1.274043628,0.006594281,0.001243201,4.011259107,0.038276006,1,2.00405516,0.006594281,2.180832579
NAGly 39:5;O2|NAGly 18:1;O(FA 21:3),NAGly,39,5,0.7801861,0.125653085,0.151981352,1.190456615,0.223785609,1,0.251515044,0.125653085,0.900826845
PMeOH 32:1|PMeOH 16:0_16:1,PMeOH,32,1,0.002741988,0.424351153,0.866511267,1.572324739,0.54401415,1,0.652899214,0.424351153,0.372274613
NAGly 39:4;O2|NAGly 18:0;O(FA 21:3),NAGly,39,4,0.86863549,0.120677929,0.120590521,1.245653535,0.216799302,1,0.316902854,0.120677929,0.918372152
Cer 44:1;O2|Cer 20:1;O2/24:0,Cer,44,1,1.035050204,0.053644239,0.072105672,1.322389204,0.129014075,1,0.403146852,0.053644239,1.270476909
PMeOH 32:0|PMeOH 16:0_16:0,PMeOH,32,0,0.101766333,0.502368368,0.955089355,1.475927246,0.614171417,1,0.561621608,0.502368368,0.298977714
DG 38:4|DG 16:0_22:4,DG,38,4,0.312299473,0.780772354,0.694327894,1.026612579,0.85436539,1,0.037891842,0.780772354,0.107475573
Cer 43:2;O2|Cer 18:2;O2/25:0,Cer,43,2,0.840930383,0.171240914,0.189277389,1.16630876,0.283468801,1,0.221949768,0.171240914,0.766392463
DG 38:3|DG 20:1_18:2,DG,38,3,0.314323164,0.684960867,0.866511267,1.069010449,0.780287218,1,0.096275954,0.684960867,0.16433424
CE 18:3,CE,18,3,0.671442762,0.34762927,0.396891997,0.83490065,0.471129143,1,-0.260323563,0.34762927,0.458883663
Cer 43:1;O2|Cer 18:1;O2/25:0,Cer,43,1,1.08178655,0.08831631,0.151981352,1.33786423,0.176632619,1,0.419931715,0.08831631,1.053959086
DG 38:2|DG 18:1_20:1,DG,38,2,1.316605076,0.008407202,0.009324009,1.472006185,0.043032386,1,0.557783733,0.008407202,2.075348493
CE 18:2,CE,18,2,0.443145886,0.835757433,0.694327894,0.953948325,0.889746931,1,-0.068016977,0.835757433,0.077919752
Cer 42:1;O3|Cer 18:1;O2/24:0;O,Cer,42,1,0.025174474,0.726123257,0.463403263,0.96994515,0.809277138,1,-0.044024929,0.726123257,0.138989653
DG 38:1|DG 20:0_18:1,DG,38,1,0.931590543,0.092314455,0.093861694,1.472609911,0.181041481,1,0.558375316,0.092314455,1.034730289
CE 18:1,CE,18,1,0.95738583,0.148289304,0.054079254,0.48659612,0.251975158,1,-1.039203279,0.148289304,0.828890174
Cer 42:0;O3|Cer 17:0;O2/25:0;O,Cer,42,0,0.701830798,0.151624477,0.120590521,0.864135133,0.256021657,1,-0.210671158,0.151624477,0.819230685
Cer 42:2;O2|Cer 18:0;O2/24:2,Cer,42,2,0.8408301,0.187232357,0.020512821,0.924342455,0.301299358,1,-0.113500647,0.187232357,0.727619096
PA 34:2|PA 16:0_18:2,PA,34,2,1.493273724,0.009780093,0.009324009,1.577403517,0.046493059,1,0.657551764,0.009780093,2.009657
DG 38:2,DG,38,2,0.770231261,0.082895703,0.093861694,1.736674833,0.170765149,1,0.796327656,0.082895703,1.08146798
PE O-32:2|PE O-16:1_16:1,PE,32,2,0.801950607,0.193276025,0.396891997,1.121972544,0.30354405,1,0.166037372,0.193276025,0.713822014
DG O-40:6|DG O-18:2_22:4,DG,40,6,0.322951614,0.458188902,1,1.154260435,0.575529962,1,0.206968774,0.458188902,0.338955434
PEtOH 32:1|PEtOH 16:0_16:1,PEtOH,32,1,1.236291556,0.048616172,0.028904429,4.088313364,0.121885576,1,2.031505781,0.048616172,1.313219236
PA 34:1|PA 16:0_18:1,PA,34,1,1.373700463,0.013297383,0.020512821,1.49978326,0.054968448,1,0.584754026,0.013297383,1.876233809
SM 32:2;O2|SM 18:2;O2/14:0,SM,32,2,1.321316392,0.048424133,0.020512821,1.585783107,0.121885576,1,0.665195463,0.048424133,1.31493815
VAE 25:0,VAE,25,0,0.699808199,0.450516356,0.396891997,0.851048379,0.569364229,1,-0.232686948,0.450516356,0.346289437
PE O-32:1|PE O-16:1_16:0,PE,32,1,1.062014174,0.144142717,0.093861694,1.139648324,0.246759555,1,0.188588702,0.144142717,0.841207295
DG O-40:5|DG O-18:1_22:4,DG,40,5,0.037077583,0.820764349,0.778865579,1.057704741,0.882464791,1,0.080936955,0.820764349,0.085781516
Cer 44:2;O3|Cer 18:2;O2/26:0;O,Cer,44,2,0.151417816,0.82838334,0.778865579,0.979111118,0.887245934,1,-0.030455497,0.82838334,0.081768644
SM 32:1;O2|SM 16:1;O2/16:0,SM,32,1,0.714798512,0.384387813,0.335664336,1.115779884,0.504891963,1,0.158052447,0.384387813,0.41523039
DG 39:4|DG 19:0_20:4,DG,39,4,1.026532316,0.056269684,0.072105672,1.497633543,0.132255477,1,0.582684653,0.056269684,1.249725523
Cer 44:2;O2|Cer 20:1;O2/24:1,Cer,44,2,1.02739532,0.109507569,0.231857032,1.107086734,0.20262179,1,0.146768253,0.109507569,0.960555861
PC 28:0|PC 14:0_14:0,PC,28,0,0.663509391,0.579884116,0.335664336,1.102890138,0.688192025,1,0.141289088,0.579884116,0.236658787
Cer 44:1;O2|Cer 18:1;O2/26:0,Cer,44,1,0.733806899,0.39694455,0.231857032,1.07074498,0.516445752,1,0.098614913,0.39694455,0.401270156
SE 28:1/18:2,SE,46,3,0.076128612,0.579558254,0.335664336,1.162715826,0.688192025,1,0.217498538,0.579558254,0.236902904
Cer 44:0;O2|Cer 20:0;O2/24:0,Cer,44,0,0.391931077,0.753977335,0.612587413,0.954308816,0.829378308,1,-0.067471894,0.753977335,0.122641709
TG 38:0|TG 10:0_12:0_16:0,TG,38,0,1.349437319,0.012007637,0.000621601,4.874688736,0.052289917,0.768298368,2.285310101,0.012007637,1.920542433
PMeOH 34:2|PMeOH 16:0_18:2,PMeOH,34,2,0.290093703,0.697397155,0.694327894,1.200516366,0.790085136,1,0.263655071,0.697397155,0.156519829
PE 32:2|PE 16:1_16:1,PE,32,2,0.0020425,0.889146491,1,1.028452583,0.927413555,1,0.04047528,0.889146491,0.051026681
DG 40:6|DG 18:0_22:6,DG,40,6,0.145408069,0.716239301,0.612587413,0.930642383,0.802603604,1,-0.103701203,0.716239301,0.144941853
PE 32:1|PE 16:0_16:1,PE,32,1,0.119006136,0.737898619,0.955089355,0.956077523,0.818709779,1,-0.064800492,0.737898619,0.132003302
NAGly 41:4;O2|NAGly 22:3;O(FA 19:0),NAGly,41,4,0.314776087,0.587326601,0.955089355,1.091213887,0.695340689,1,0.125933909,0.587326601,0.231120328
CE 20:5,CE,20,5,1.330575011,0.007658556,0.009324009,0.516055012,0.040978247,1,-0.954403227,0.007658556,2.11585311
SM 33:1;O2|SM 17:1;O2/16:0,SM,33,1,0.733350408,0.331941118,0.189277389,1.135427435,0.456683409,1,0.183235506,0.331941118,0.478938948
PE 32:1|PE 14:0_18:1,PE,32,1,0.511405212,0.383395324,0.231857032,0.893259438,0.504124064,1,-0.162848842,0.383395324,0.416353188
PE 32:0|PE 16:0_16:0,PE,32,0,1.273936947,0.012208269,0.013986014,1.2164071,0.05276021,1,0.282626143,0.012208269,1.913345926
PC O-30:1|PC O-16:1_14:0,PC,30,1,0.949240207,0.060173179,0.054079254,1.609055888,0.139277245,1,0.686214437,0.060173179,1.220597047
DG 40:4|DG 18:1_22:3,DG,40,4,0.324627961,0.428331725,0.866511267,1.112991582,0.547485017,1,0.154442681,0.428331725,0.368219758
CE 20:4,CE,20,4,0.864375931,0.189694218,0.151981352,0.76298849,0.302111972,1,-0.390266802,0.189694218,0.721945906
PG 30:1|PG 14:0_16:1,PG,30,1,0.02455925,0.840011991,0.612587413,0.933002399,0.891205855,1,-0.100047304,0.840011991,0.075714514
PC 29:0|PC 14:0_15:0,PC,29,0,0.994356623,0.104376118,0.072105672,1.203469306,0.195746991,1,0.267199347,0.104376118,0.981398858
PC O-30:0,PC,30,0,0.797008938,0.277765324,0.189277389,1.129629584,0.402955329,1,0.175849777,0.277765324,0.556321972
CE 20:3,CE,20,3,1.187982643,0.042411585,0.020512821,0.491404872,0.111014525,1,-1.025015934,0.042411585,1.372515494
Cer 45:1;O2|Cer 20:1;O2/25:0,Cer,45,1,0.777534954,0.148981646,0.463403263,0.651083321,0.252594396,1,-0.619085915,0.148981646,0.826867231
PG 30:0|PG 14:0_16:0,PG,30,0,0.541383059,0.265853305,0.463403263,1.24476463,0.389330196,1,0.315872972,0.265853305,0.575357936
PE O-34:5|PE O-14:1_20:4,PE,34,5,1.169824102,0.056728015,0.093861694,1.127565583,0.132795125,1,0.173211348,0.056728015,1.246202416
DG 40:2|DG 18:1_22:1,DG,40,2,1.100840027,0.053517974,0.054079254,1.344273959,0.129014075,1,0.426827185,0.053517974,1.271500333
SE 29:1/18:2,SE,47,3,0.964286068,0.158211743,0.072105672,0.442835332,0.266054033,1,-1.17515776,0.158211743,0.800761284
CE 20:2,CE,20,2,0.021615781,0.164958269,0.120590521,0.592062439,0.275153063,1,-0.756178764,0.164958269,0.78262591
PA 36:4|PA 16:0_20:4,PA,36,4,1.357790518,0.021438332,0.009324009,1.656666987,0.072927582,1,0.72828363,0.021438332,1.668809005
DG 40:4,DG,40,4,0.130263504,0.942573818,0.955089355,0.979964324,0.962032402,1,-0.029198867,0.942573818,0.025684628
Cer 46:6;O2|Cer 18:1;O2/28:5,Cer,46,6,1.422167783,0.001769277,0.0003108,6.033295613,0.020248387,0.384149184,2.592946272,0.001769277,2.752204275
DG 40:1|DG 22:0_18:1,DG,40,1,0.764525821,0.207212515,0.463403263,1.22815006,0.3209457,1,0.296486845,0.207212515,0.683584018
PE O-34:3|PE O-16:1_18:2,PE,34,3,1.126173915,0.041486869,0.020512821,1.248251425,0.110217788,1,0.319908553,0.041486869,1.382089344
PEtOH 34:2|PEtOH 16:0_18:2,PEtOH,34,2,1.323286704,0.037423686,0.020512821,4.862089415,0.101660825,1,2.281576425,0.037423686,1.426853445
DG 40:2,DG,40,2,0.556621302,0.366961678,0.280963481,0.947565307,0.487703907,1,-0.077702716,0.366961678,0.435379287
PE O-34:2|PE O-16:1_18:1,PE,34,2,1.297091654,0.024449823,0.028904429,1.081337678,0.078087806,1,0.112817115,0.024449823,1.611724284
SM 34:2;O2|SM 18:2;O2/16:0,SM,34,2,1.334362541,0.028234729,0.028904429,1.203889362,0.084686665,1,0.267702813,0.028234729,1.549216375
PE O-34:1|PE O-18:1_16:0,PE,34,1,0.861300218,0.38330415,0.072105672,1.125877674,0.504124064,1,0.171050087,0.38330415,0.416456478
SM 34:1;O2|SM 18:1;O2/16:0,SM,34,1,0.022361479,0.722091404,0.955089355,0.979059762,0.805509905,1,-0.03053117,0.722091404,0.141407825
SM 34:1;O2|SM 20:1;O2/14:0,SM,34,1,1.261398022,0.025540365,0.013986014,1.313456349,0.079918712,1,0.393368255,0.025540365,1.592772899
PC 30:1|PC 14:0_16:1,PC,30,1,0.256614001,0.873304006,0.694327894,1.039822044,0.9158202,1,0.056336645,0.873304006,0.058834548
SE 28:1/20:4,SE,48,5,0.18582002,0.891579988,1,0.962138462,0.928141554,1,-0.055683566,0.891579988,0.049839688
SM 34:0;O2|SM 18:0;O2/16:0,SM,34,0,0.273739686,0.298688589,0.463403263,0.887863504,0.424343789,1,-0.171590194,0.298688589,0.524781368
PC 30:0,PC,30,0,0.259194227,0.39988594,0.463403263,0.917138373,0.519725575,1,-0.124788679,0.39988594,0.398063866
PG 31:0|PG 15:0_16:0,PG,31,0,0.922866251,0.237841732,0.151981352,1.19310686,0.355921013,1,0.254723263,0.237841732,0.62371194
PE O-35:5|PE O-15:1_20:4,PE,35,5,1.696343274,0.00032808,0.001243201,1.411983622,0.009080312,1,0.497723355,0.00032808,3.484019757
TG 40:2|TG 10:0_12:0_18:2,TG,40,2,1.354293864,0.005020943,0.0003108,3.475194586,0.034669754,0.384149184,1.797093761,0.005020943,2.299214685
PMeOH 36:4|PMeOH 16:0_20:4,PMeOH,36,4,0.085073841,0.748869237,1,1.132360678,0.827909102,1,0.179333557,0.748869237,0.12559401
TG 40:1|TG 10:0_12:0_18:1,TG,40,1,1.354782738,0.012828648,0.0003108,4.532448532,0.0542516,0.384149184,2.180290638,0.012828648,1.89181912
PE 34:3|PE 16:1_18:2,PE,34,3,0.385908201,0.728301603,0.955089355,1.052200386,0.810243727,1,0.073409484,0.728301603,0.137688734
PE O-35:3|PE O-17:1_18:2,PE,35,3,0.916201743,0.096126557,0.120590521,1.245959298,0.186518719,1,0.31725694,0.096126557,1.017156613
TG 40:0|TG 10:0_14:0_16:0,TG,40,0,1.414350029,0.007810773,0.0003108,3.665049786,0.041480207,0.384149184,1.873832796,0.007810773,2.107305991
PE 34:3|PE 16:0_18:3,PE,34,3,0.882058931,0.189104896,0.189277389,1.15156035,0.301720603,1,0.20359002,0.189104896,0.723297226
PE 34:2|PE 16:0_18:2,PE,34,2,0.70476667,0.358270514,0.231857032,1.063260445,0.480806032,1,0.088495028,0.358270514,0.445788933
PE O-35:2|PE O-17:1_18:1,PE,35,2,1.327629438,0.010189527,0.020512821,1.366930588,0.047169494,1,0.450939986,0.010189527,1.99184599
CE 22:6,CE,22,6,0.899689061,0.093664578,0.120590521,0.685777464,0.18317946,1,-0.5441876,0.093664578,1.028424619
PG 32:3|PG 16:0_16:3,PG,32,3,0.290804576,0.388521346,0.396891997,0.791005653,0.508699559,1,-0.33824009,0.388521346,0.410585115
